id,height,area,mz,rt,fermo:active,fermo:samples,fermo:samples:count,fermo:isblank,fermo:networks:modified_cosine:network_id,fermo:networks:ms2deepscore:network_id,fermo:phenotype:assay:CHIKV,fermo:annotation:adducts,fermo:annotation:matches:ms2query_annotation
284,516500.0,119800.0,390.64763,13.6902,false,,,,,,,,
285,2953000.0,941400.0,491.2265,13.682,true,140221_ME_14_12.mzML|140221_ME_14_10.mzML|140221_ME_14_13.mzML|140221_LF420101_4.mzML|140221_ME_14_11.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,9.0,,,,true,,
286,82390000.0,19100000.0,764.32608,13.9367,true,140221_ME_14_17.mzML|140221_ME_14_16.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_LF420101_4.mzML,5.0,,0.0,0.0,,[M+Na]+(partner_ID=319;adduct=[M+H]+;m/z=742.34401)|[M+H]+(partner_ID=306;adduct=[M+1+H]+;m/z=765.33181),
287,45670000.0,14230000.0,613.26524,13.7081,true,140221_ME_14_5.mzML|140221_ME_14_12.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_LF420101_4.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,9.0,,0.0,0.0,true,,
288,4773000.0,1231000.0,493.24253,13.6714,true,140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_ME_14_11.mzML|140221_ME_14_12.mzML|140221_LF420101_4.mzML|140221_ME_14_16.mzML,6.0,,,,,[M+H2O+H]+(partner_ID=368;adduct=[M+H]+;m/z=475.23084),
289,347500.0,82800.0,714.19769,13.7108,false,,,,,,,,
290,14000000.0,4108000.0,579.27751,13.7158,true,140221_ME_14_14.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_LF420101_4.mzML|140221_ME_14_12.mzML|140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,8.0,,,,,[M+H]+(partner_ID=283;adduct=[M+1+H]+;m/z=580.2835)|[M+2+H]+(partner_ID=193;adduct=[M+H]+;m/z=577.265),
291,9192000.0,3599000.0,718.34204,13.7189,true,140221_ME_14_6.mzML|140221_ME_14_5.mzML|140221_ME_14_12.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_LF420101_4.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,10.0,,,,true,[M+H]+(partner_ID=276;adduct=[M+1+H]+;m/z=719.34554)|[M+NH4]+(partner_ID=280;adduct=[M+H]+;m/z=701.31391),
292,1437000.0,649300.0,739.27278,13.7315,true,140221_ME_14_7.mzML|140221_ME_14_8.mzML|140221_ME_14_6.mzML|140221_ME_14_5.mzML|140221_ME_14_10.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_ME_14_12.mzML|140221_LF420101_4.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,13.0,,,,true,[M+H]+(partner_ID=332;adduct=[M+H2O+H]+;m/z=757.28416)|[M+K]+(partner_ID=280;adduct=[M+H]+;m/z=701.31391),
293,22040000.0,9519000.0,724.29974,13.7074,true,140221_ME_14_7.mzML|140221_ME_14_8.mzML|140221_ME_14_6.mzML|140221_ME_14_9.mzML|140221_ME_14_5.mzML|140221_ME_14_10.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_ME_14_12.mzML|140221_LF420101_4.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,14.0,,0.0,0.0,,[M+1+H]+(partner_ID=299;adduct=[M+H]+;m/z=723.29891),'Bacteriopheophytin'(score=0.7484;algorithm=ms2query;diff_mz=165.2813)
294,47880000.0,13140000.0,685.31285,13.7125,true,140221_ME_14_8.mzML|140221_ME_14_5.mzML|140221_ME_14_12.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_LF420101_4.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,10.0,,42.0,0.0,true,[M+2+H]+(partner_ID=295;adduct=[M+H]+;m/z=683.30364),
295,430500000.0,120100000.0,683.30364,13.7303,true,140221_ME_14_7.mzML|140221_ME_14_8.mzML|140221_ME_14_6.mzML|140221_ME_14_9.mzML|140221_ME_14_5.mzML|140221_ME_14_10.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_ME_14_12.mzML|140221_LF420101_4.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,14.0,,0.0,0.0,true,[M+H]+(partner_ID=280;adduct=[M+H2O+H]+;m/z=701.31391)|[M+5+H]+(partner_ID=243;adduct=[M+H]+;m/z=678.28745)|[M+5+H]+(partner_ID=253;adduct=[M+H]+;m/z=678.2875)|[M+H]+(partner_ID=294;adduct=[M+2+H]+;m/z=685.31285)|[M+4+H]+(partner_ID=262;adduct=[M+H]+;m/z=679.29318)|[M+4+H]+(partner_ID=204;adduct=[M+H]+;m/z=679.29344),'euphodendroidin N'(score=0.8226;algorithm=ms2query;diff_mz=73.9804)
296,4025000.0,1652000.0,746.37236,13.7344,true,140221_ME_14_8.mzML|140221_ME_14_5.mzML|140221_ME_14_12.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_LF420101_4.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,10.0,,,,,,
297,6199000.0,4927000.0,641.29405,13.7555,true,140221_ME_14_14.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_LF420101_4.mzML|140221_ME_14_12.mzML|140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,8.0,,43.0,0.0,true,[M+H2O+H]+(partner_ID=303;adduct=[M+H]+;m/z=623.28398)|[M+H]+(partner_ID=309;adduct=[M+H2O+H]+;m/z=659.306)|[M+2+H]+(partner_ID=354;adduct=[M+H]+;m/z=639.28012)|[M+H]+(partner_ID=359;adduct=[M+2+H]+;m/z=643.31039),
298,3163000.0,976800.0,158.17961,13.7166,true,140221_ME_14_14.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_LF420101_4.mzML|140221_ME_14_12.mzML|140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,8.0,,,,,,
299,52220000.0,27270000.0,723.29891,13.7273,true,140221_ME_14_7.mzML|140221_ME_14_8.mzML|140221_ME_14_6.mzML|140221_ME_14_9.mzML|140221_ME_14_5.mzML|140221_ME_14_10.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_ME_14_12.mzML|140221_LF420101_4.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,14.0,,0.0,0.0,true,[M+H]+(partner_ID=293;adduct=[M+1+H]+;m/z=724.29974)|[M+Na]+(partner_ID=280;adduct=[M+H]+;m/z=701.31391)|[M+3+H]+(partner_ID=232;adduct=[M+H]+;m/z=720.29841),'euphodendroidin F'(score=0.9703;algorithm=ms2query;diff_mz=0.0001)
300,4553000.0,1185000.0,822.33252,13.5819,true,140221_ME_14_16.mzML|140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_LF420101_4.mzML,4.0,,,,,[M+K]+(partner_ID=259;adduct=[M+H]+;m/z=784.37489)|[M+Na]+(partner_ID=326;adduct=[M+H]+;m/z=800.34729),
301,6710000.0,1505000.0,705.31006,13.8704,true,140221_ME_14_14.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_LF420101_4.mzML|140221_ME_14_12.mzML|140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,8.0,,,,,,
302,38310000.0,9042000.0,841.34834,13.8882,true,140221_ME_14_17.mzML|140221_ME_14_16.mzML|140221_LF420101_4.mzML,3.0,,0.0,0.0,,[2M+H]+(partner_ID=304;adduct=[M+2H]2+;m/z=421.18138),
303,3875000.0,895700.0,623.28398,13.8206,true,140221_ME_14_14.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_LF420101_4.mzML|140221_ME_14_12.mzML|140221_ME_14_15.mzML|140221_ME_14_16.mzML,7.0,,,,true,[M+H]+(partner_ID=297;adduct=[M+H2O+H]+;m/z=641.29405)|[M+4+H]+(partner_ID=197;adduct=[M+H]+;m/z=619.27176),
304,65650000.0,16520000.0,421.18138,13.9297,true,140221_ME_14_17.mzML|140221_ME_14_16.mzML|140221_LF420101_4.mzML,3.0,,44.0,11.0,,[M+2H]2+(partner_ID=302;adduct=[2M+H]+;m/z=841.34834),
305,2152000.0,448200.0,847.33663,13.8855,false,,,,,,,,
306,36640000.0,8604000.0,765.33181,13.9025,true,140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_LF420101_4.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,7.0,,,,,[M+1+H]+(partner_ID=311;adduct=[M+H]+;m/z=764.32611)|[M+1+H]+(partner_ID=286;adduct=[M+H]+;m/z=764.32608)|[M+H]+(partner_ID=337;adduct=[M+2+H]+;m/z=767.34639),
307,1573000.0,568700.0,863.32576,13.7875,false,,,,,,,,
308,301600.0,90560.0,861.4053,13.988,false,,,,,,,,
309,12840000.0,3198000.0,659.306,13.8804,true,140221_ME_14_14.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_LF420101_4.mzML|140221_ME_14_12.mzML|140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,8.0,,8.0,0.0,,[M+H2O+H]+(partner_ID=297;adduct=[M+H]+;m/z=641.29405),
310,817600.0,218100.0,800.31722,13.8207,false,,,,,,,,
311,82390000.0,19450000.0,764.32611,13.9478,true,140221_ME_14_17.mzML|140221_ME_14_16.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_LF420101_4.mzML,5.0,,45.0,0.0,,[M+Na]+(partner_ID=319;adduct=[M+H]+;m/z=742.34401)|[M+H]+(partner_ID=306;adduct=[M+1+H]+;m/z=765.33181)|[M+H]+(partner_ID=337;adduct=[M+3+H]+;m/z=767.34639),'euphodendroidin K'(score=0.8226;algorithm=ms2query;diff_mz=29.0109)
312,239700.0,64350.0,879.31193,13.9564,false,,,,,,,,
313,2094000.0,438100.0,727.33056,14.0492,false,,,,,,,,
314,395500.0,94660.0,697.26164,14.0208,false,,,,,,,,
315,11180000.0,2557000.0,788.34646,14.1926,true,140221_ME_14_17.mzML|140221_ME_14_16.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_LF420101_4.mzML,5.0,,0.0,0.0,,,
316,533800.0,104400.0,860.40548,14.1008,false,,,,,,,,
317,4265000.0,868400.0,464.18096,14.1243,true,140221_ME_14_17.mzML|140221_LF420101_4.mzML,2.0,,46.0,0.0,,,'Bacteriopheophytin'(score=0.7484;algorithm=ms2query;diff_mz=425.4)
318,640000.0,137200.0,927.35002,14.1244,false,,,,,,,,
319,5341000.0,1182000.0,742.34401,14.0735,true,140221_ME_14_16.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_LF420101_4.mzML,4.0,,33.0,0.0,,[M+H]+(partner_ID=286;adduct=[M+Na]+;m/z=764.32608)|[M+H]+(partner_ID=311;adduct=[M+Na]+;m/z=764.32611)|[M+H]+(partner_ID=351;adduct=[M+Na]+;m/z=764.32501),"'1.(3S,4S,21R)-14-Ethyl-21-hydroxy-9-(hydroxymethyl)-4,8,13,18-tetramethyl-20-oxo-3-phorbinepropanoic acid'(score=0.7484;algorithm=ms2query;diff_mz=187.084)"
320,1474000.0,279200.0,775.31365,14.1762,false,,,,,,,,
321,29780000.0,7123000.0,776.32643,14.3077,true,140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_LF420101_4.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,7.0,,33.0,0.0,,[M+H]+(partner_ID=325;adduct=[M+Na]+;m/z=798.30592)|[M+H]+(partner_ID=392;adduct=[M+H2O+H]+;m/z=794.33283)|[M+1+H]+(partner_ID=340;adduct=[M+H]+;m/z=775.31323),'euphodendroidin Q'(score=0.8226;algorithm=ms2query;diff_mz=64.9916)
322,293600.0,77230.0,447.18891,14.1081,false,,,,,,,,
323,11810000.0,3697000.0,816.34237,14.2547,true,140221_ME_14_17.mzML|140221_ME_14_16.mzML|140221_LF420101_4.mzML,3.0,,0.0,0.0,,[M+NH4]+(partner_ID=349;adduct=[M+H]+;m/z=799.31424),
324,465300.0,97200.0,511.26578,14.2784,false,,,,,,,,
325,4497000.0,1216000.0,798.30592,14.2997,true,140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_LF420101_4.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,7.0,,,,,[M+Na]+(partner_ID=321;adduct=[M+H]+;m/z=776.32643)|[M+H]+(partner_ID=349;adduct=[M+1+H]+;m/z=799.31424),
326,37880000.0,9674000.0,800.34729,14.3372,true,140221_ME_14_17.mzML|140221_ME_14_16.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_LF420101_4.mzML,5.0,,0.0,0.0,,[M+H]+(partner_ID=300;adduct=[M+Na]+;m/z=822.33252),'euphodendroidin B'(score=0.8426;algorithm=ms2query;diff_mz=63.0323)
327,25250000.0,6819000.0,722.31393,14.3411,true,140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_13.mzML|140221_ME_14_14.mzML|140221_LF420101_4.mzML|140221_ME_14_16.mzML,6.0,,47.0,0.0,,[M+2+H]+(partner_ID=232;adduct=[M+H]+;m/z=720.29841),'Stenothricin H'(score=0.7199;algorithm=ms2query;diff_mz=452.3261)
328,8784000.0,1981000.0,774.3688,14.3027,true,140221_ME_14_17.mzML|140221_ME_14_16.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_LF420101_4.mzML,5.0,,48.0,0.0,,,'12-acetoxyswietephragmin C'(score=0.7184;algorithm=ms2query;diff_mz=33.0568)
329,2110000.0,424900.0,661.30127,14.3709,true,140221_ME_14_12.mzML|140221_LF420101_4.mzML,2.0,,,,,,
330,763000.0,218800.0,539.26415,14.4814,true,140221_ME_14_11.mzML|140221_ME_14_12.mzML|140221_LF420101_4.mzML,3.0,,,,,[M+4+H]+(partner_ID=361;adduct=[M+H]+;m/z=535.25291),
331,18440000.0,5938000.0,613.26507,14.4798,true,140221_ME_14_14.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_LF420101_4.mzML|140221_ME_14_12.mzML|140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,8.0,,,,true,[M+H]+(partner_ID=344;adduct=[M+Na]+;m/z=635.24437)|[M+H]+(partner_ID=380;adduct=[M+2+H]+;m/z=615.27762),
332,17180000.0,4552000.0,757.28416,14.4662,true,140221_ME_14_5.mzML|140221_ME_14_12.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_LF420101_4.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,9.0,,0.0,0.0,true,[M+H2O+H]+(partner_ID=292;adduct=[M+H]+;m/z=739.27278),'euphodendroidin N'(score=0.9482;algorithm=ms2query;diff_mz=0.0002)
333,4839000.0,1245000.0,725.33799,14.5674,true,140221_ME_14_14.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_LF420101_4.mzML|140221_ME_14_12.mzML|140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,8.0,,,,,,
334,185100.0,36840.0,513.21041,14.5415,false,,,,,,,,
335,4557000.0,1188000.0,784.37586,14.5105,true,140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_LF420101_4.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,7.0,,,,,[M+NH4]+(partner_ID=337;adduct=[M+H]+;m/z=767.34639),
336,32110000.0,10120000.0,789.33158,14.542,true,140221_ME_14_8.mzML|140221_ME_14_6.mzML|140221_ME_14_5.mzML|140221_ME_14_10.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_ME_14_12.mzML|140221_LF420101_4.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,12.0,,0.0,0.0,true,[M+Na]+(partner_ID=337;adduct=[M+H]+;m/z=767.34639),'terracinolide J'(score=0.9415;algorithm=ms2query;diff_mz=0.0006)
337,79550000.0,21210000.0,767.34639,14.5395,true,140221_ME_14_8.mzML|140221_ME_14_6.mzML|140221_ME_14_5.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_ME_14_12.mzML|140221_LF420101_4.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,11.0,,0.0,0.0,true,[M+H]+(partner_ID=335;adduct=[M+NH4]+;m/z=784.37586)|[M+H]+(partner_ID=336;adduct=[M+Na]+;m/z=789.33158)|[M+2+H]+(partner_ID=306;adduct=[M+H]+;m/z=765.33181)|[M+3+H]+(partner_ID=311;adduct=[M+H]+;m/z=764.32611)|[M+3+H]+(partner_ID=351;adduct=[M+H]+;m/z=764.32501)|[M+3+H]+(partner_ID=376;adduct=[M+H]+;m/z=764.325),"'5,7-diacetoxy-3-benzoyloxy-14,15-dihydroxy-8-(2-methylbutyryloxy)-9-oxojatropha-6(17),11E-diene'(score=0.7628;algorithm=ms2query;diff_mz=88.0374)"
338,1642000.0,378000.0,633.2875,14.579,false,,,,,,,,
339,336800.0,76140.0,826.38367,14.4959,false,,,,,,,,
340,2302000.0,563400.0,775.31323,14.5521,true,140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_LF420101_4.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,7.0,,,,,[M+H]+(partner_ID=321;adduct=[M+1+H]+;m/z=776.32643)|[M+H]+(partner_ID=358;adduct=[M+5+H]+;m/z=780.31904),
341,101300000.0,20570000.0,597.26842,14.8557,true,140221_ME_14_14.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_LF420101_4.mzML|140221_ME_14_12.mzML|140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,8.0,,,,,[M+H]+(partner_ID=380;adduct=[M+H2O+H]+;m/z=615.27762),
342,696100.0,140000.0,489.33975,14.6117,true,140221_ME_14_7.mzML|140221_ME_14_8.mzML|140221_ME_14_6.mzML|140221_ME_14_9.mzML|140221_ME_14_5.mzML|140221_ME_14_10.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_ME_14_12.mzML|140221_LF420101_4.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,14.0,,49.0,0.0,,,
343,834300.0,189400.0,563.24848,14.5746,false,,,,,,,,
344,3944000.0,905800.0,635.24437,14.5876,true,140221_ME_14_16.mzML|140221_ME_14_10.mzML|140221_ME_14_11.mzML|140221_LF420101_4.mzML|140221_ME_14_12.mzML,5.0,,0.0,0.0,,[M+Na]+(partner_ID=331;adduct=[M+H]+;m/z=613.26507),'euphodendroidin O'(score=0.8426;algorithm=ms2query;diff_mz=80.0286)
345,310300.0,73420.0,651.22009,14.6247,false,,,,,,,,
346,16180000.0,4105000.0,881.32001,14.6362,true,140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_13.mzML|140221_ME_14_14.mzML|140221_LF420101_4.mzML|140221_ME_14_16.mzML,6.0,,0.0,0.0,,,'quercetin 3-O-[2''-O-6-E-p-coumaroyl-glucopyranoside]-rhamnopyranoside-7-O-glucopyranoside'(score=0.8226;algorithm=ms2query;diff_mz=37.93)
347,722200.0,206100.0,438.18335,14.6601,false,,,,,,,,
348,11750000.0,2592000.0,739.29534,14.6651,true,140221_ME_14_14.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_LF420101_4.mzML|140221_ME_14_12.mzML|140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,8.0,,0.0,0.0,,,'euphodendroidin L'(score=0.8226;algorithm=ms2query;diff_mz=26.0147)
349,4430000.0,1126000.0,799.31424,14.6114,true,140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_LF420101_4.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,7.0,,,,,[M+H]+(partner_ID=323;adduct=[M+NH4]+;m/z=816.34237)|[M+1+H]+(partner_ID=325;adduct=[M+H]+;m/z=798.30592),
350,15380000.0,3656000.0,695.30296,14.7587,true,140221_ME_14_8.mzML|140221_ME_14_12.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_LF420101_4.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,9.0,,0.0,0.0,,[M+2+H]+(partner_ID=404;adduct=[M+H]+;m/z=693.29354),'euphodendroidin O'(score=0.824;algorithm=ms2query;diff_mz=19.97)
351,16670000.0,3772000.0,764.32501,14.9416,true,140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_LF420101_4.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,7.0,,,,,[M+H]+(partner_ID=377;adduct=[M+Na]+;m/z=786.30746)|[M+Na]+(partner_ID=319;adduct=[M+H]+;m/z=742.34401)|[M+H]+(partner_ID=337;adduct=[M+3+H]+;m/z=767.34639),
352,1577000.0,318800.0,445.31177,14.7984,true,140221_ME_14_7.mzML|140221_ME_14_8.mzML|140221_ME_14_6.mzML|140221_ME_14_9.mzML|140221_ME_14_5.mzML|140221_ME_14_10.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_ME_14_12.mzML|140221_LF420101_4.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,14.0,,50.0,12.0,,,
353,874900.0,181900.0,607.27373,14.8751,true,140221_ME_14_12.mzML|140221_LF420101_4.mzML,2.0,,,,,,
354,50850000.0,11980000.0,639.28012,14.8512,true,140221_ME_14_14.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_LF420101_4.mzML|140221_ME_14_12.mzML|140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,8.0,,0.0,0.0,,[M+H]+(partner_ID=297;adduct=[M+2+H]+;m/z=641.29405),"'(1S,2S,3aR,4S,5R,6E,10R,11S,13R,13aR)-4,10,11,13-Tetraacetoxy-3a-hydroxy-2,5,8,8-tetramethyl-12-methylene-9-oxo-2,3,3a,4,5,8,9,10,11,12,13,13a-dodecahydro-1H-cyclopenta[12]annulen-1-yl benzoate'(score=0.8726;algorithm=ms2query;diff_mz=0.0011)"
355,3762000.0,818700.0,664.31193,14.9909,true,140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_13.mzML|140221_ME_14_14.mzML|140221_LF420101_4.mzML|140221_ME_14_16.mzML,6.0,,,,,,
356,1713000.0,379900.0,521.27335,14.8565,true,140221_ME_14_11.mzML|140221_ME_14_12.mzML|140221_LF420101_4.mzML,3.0,,,,,,
357,43200000.0,14900000.0,679.27208,14.831,true,140221_ME_14_12.mzML|140221_ME_14_10.mzML|140221_ME_14_13.mzML|140221_LF420101_4.mzML|140221_ME_14_11.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,9.0,,0.0,0.0,,[M+H]+(partner_ID=371;adduct=[M+H2O+H]+;m/z=697.28253),"'(1S,2S,3aR,4S,5R,6E,10R,11S,13R,13aR)-4,10,11,13-Tetraacetoxy-3a-hydroxy-2,5,8,8-tetramethyl-12-methylene-9-oxo-2,3,3a,4,5,8,9,10,11,12,13,13a-dodecahydro-1H-cyclopenta[12]annulen-1-yl benzoate'(score=0.9399;algorithm=ms2query;diff_mz=0.0009)"
358,2052000.0,641800.0,780.31904,14.7831,true,140221_ME_14_5.mzML|140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_14.mzML|140221_LF420101_4.mzML|140221_ME_14_16.mzML,6.0,,,,,[M+5+H]+(partner_ID=340;adduct=[M+H]+;m/z=775.31323),
359,3246000.0,760100.0,643.31039,14.7784,true,140221_ME_14_15.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_LF420101_4.mzML|140221_ME_14_12.mzML,5.0,,,,,[M+2+H]+(partner_ID=297;adduct=[M+H]+;m/z=641.29405),
360,101300000.0,26950000.0,597.26849,14.8557,true,140221_ME_14_14.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_LF420101_4.mzML|140221_ME_14_12.mzML|140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,8.0,,0.0,0.0,,[M+H]+(partner_ID=380;adduct=[M+H2O+H]+;m/z=615.27762),"'1H-Cyclopentacyclododecene-4,10(2H,5H)-dione, 3a,9,13-tris(acetyloxy)-1-(benzoyloxy)-3,3a,8,9,13,13a-hexahydro-2,5,8,8,12-pentamethyl-, (6E,11E)-'(score=0.9191;algorithm=ms2query;diff_mz=0.0005)"
361,19510000.0,5082000.0,535.25291,14.8318,true,140221_ME_14_14.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_LF420101_4.mzML|140221_ME_14_12.mzML|140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,8.0,,,,,[M+H]+(partner_ID=330;adduct=[M+4+H]+;m/z=539.26415),
362,5964000.0,1289000.0,730.34029,14.8193,true,140221_ME_14_7.mzML|140221_ME_14_14.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_LF420101_4.mzML|140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,8.0,,0.0,0.0,,[M+H]+(partner_ID=364;adduct=[M+Na]+;m/z=752.32513),'Nodulisporic Acid C1'(score=0.7174;algorithm=ms2query;diff_mz=45.9143)
363,10570000.0,2707000.0,555.25949,14.8103,true,140221_ME_14_14.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_LF420101_4.mzML|140221_ME_14_12.mzML|140221_ME_14_15.mzML|140221_ME_14_16.mzML,7.0,,,,,,
364,2485000.0,621800.0,752.32513,14.8345,true,140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_LF420101_4.mzML|140221_ME_14_17.mzML,6.0,,,,,[M+Na]+(partner_ID=362;adduct=[M+H]+;m/z=730.34029),
365,1500000.0,392500.0,279.23125,14.9248,true,140221_ME_14_9.mzML|140221_ME_14_10.mzML|140221_ME_14_6.mzML|140221_LF420101_4.mzML,4.0,,0.0,13.0,,,'9(10)-EpOME'(score=0.9041;algorithm=ms2query;diff_mz=0.0003)
366,9833000.0,2259000.0,435.17676,15.0294,true,140221_ME_14_17.mzML|140221_ME_14_16.mzML|140221_LF420101_4.mzML,3.0,,51.0,0.0,,[M+2H]2+(partner_ID=406;adduct=[2M+H]+;m/z=869.34985),'euphodendroidin R'(score=0.7484;algorithm=ms2query;diff_mz=448.1522)
